id,famous_name,born_on,died_on,lived_in,nick_name
27313,"Jmyl bin Zayd al-Ta'iy Sm'","","",Medina,""
27314,"al-Hakam bin Y'la bin Ata'a","","",al-Kufa,""
27315,"Hafs bin 'Umar al-Dmshqy Mwla","","",Damascus,""
27316,"Hmad bin S'aid al-Bra'a al-Mazny","","","al-Basra,al-Basra",""
27317,"Da'ud bin Abd al-jabbar Sm'","","",al-Kufa,""
27318,"Rbah bin 'Ubaidullah bin 'Umar","","","",""
27319,"al-Zubair bin 'Urwa bin al-Zubair","","",al-Hijaz,""
27320,"S'aid bin Dhy L'wh","","","",""
27321,"S'aid bin Mysrh al-Bakry Sm'","","","",""
27322,"Swar bin Mus'ab al-Hmdany Sm'","","",Hamadan,""
27323,"Swad'h bin Isma'il","","","",""
27324,"Salah bin Husayn bin Salah","","",Medina,""
27325,"Talb bin al-Smyd'","","","",""
27326,"'Abdullah bin Sm'an","","",al-Medina,""
27327,"'Abdullah bin Abi Shdyd'h","","","al-Ta'if",""
27328,"'Abdullah bin Yazid","","","",""
27329,"'Abdur Rahman bin Jd'an Sm'","","","",""
27330,"'Abdur Rahman bin Qarb bin al-'Aswad","","","",""
27331,"'Abdur Rahman bin Muslimh bin al-Mnhal","","","",""
27332,"'Ubaidullah bin Tmam","","","",""
27333,"'Ubaidullah bin Hafs bin Mr","","",Medina,""
27334,"Ubaid bin 'Amr al-Basri Sm'","","",al-Basra,""
27335,"'Abdul 'Aziz bin Yazid bin Rmanh","","","",""
27336,"'Abdul 'Aziz bin al-Husain bin al-Trjman","","",Merv,"أبو سهل"
27337,"'Abbad bin Abd al-Samad","","","","أبو معمر"
27338,"'Aabad bin S'hyb al-Basri al-Mdry","","200 AH or after",al-Basra,""
27339,"Abd al-Wahd bin Naf' Abu","","",Medina,"أبو الرماح"
27340,"Abd al-Wahd bin Ubaid al-Rqashy","","","",""
27341,"Abd al-Whab bin Muhammad Sm'","","",Syria,""
27342,"Abd al-Qdws bin Habib","","",Syria,""
27343,"Abd al-Ghfar bin 'Ubaidullah","","","",""
27344,"'Umar bin 'Urwa","","","",""
27345,"'Umar bin Muslim bin Salm","","",al-Kufa,"أبو حفص"
27346,"'Umar bin Abi Hwdhh al-Razy","","",Bulkh,""
27347,"'Umar bin Y'aqub","","","",""
27350,"al-'Ala' bin al-Hjaj","","","",""
27351,"'Utba bin Abi Sulaiman al-Ta'iy","","","",""
27352,"Amar bin 'Imran al-J'fy","","","",""
27353,"Ghylan bin Abi Ghylan Abu","","",Medina,"أبو مروان"
27354,"al-Qasim Abu 'Abdur Rahman","","","Syria,Damascus","أبو عبد الرحمن"
27355,"Qrh bin Abi al-S'hba'a","","","",""
27356,"al-Q'qa' bin Shwr","","","",""
27357,"Qtbh bin al-'Ala' bin al-Mnhal","","",al-Kufa,""
27358,"Kysan bin 'Abdullah bin Tarq","","",al-Syria,""
27359,"Muslim bin Sa'd al-Nhat Qalh","","","",""
27360,"Mysrh bin Abd Rbh Yrmy","","","",""
27361,"Mukhtar bin 'Abdullah bin Aby","","",Asbahan,""
27362,"al-Walid bin Abi Thwr Sm'","","","Hamadan,Basra,Kufa",""
27363,"Hisham bin Muhammad bin al-Sa'ib","","",Kufa,"Abu al-Mundhir (أبو المنذر)"
27364,"Yahya bin Ja'far al-Sraj al-Kwfy","","",al-Kufa,""
27365,"Yahya bin 'Uqba bin Aby","","","",""
27366,"Yasyn bin Mua'dh al-Zyat Abu","","","","أبو خلف"
27367,"Bin Akhy 'Abdullah bin Salam","","","",""
27368,"Bin Akhy Abi Rhm al-Ghfary","","","",""
27369,"Bin 'Abdullah bin Mghfl","","",al-Basra,"أبو حفص"
27370,"Muhammad bin Hwytb al-Quraishi","","","",""
27371,"Muhammad bin Athym Abu Dhr","","","","أبو ذر"
27372,"Ibrahim bin Zayd bin Thabit","","0 AH",Medina,""
27373,"Ibrahim bin Q'ys Yqal Mwla","","","",""
27374,"Ibrahim bin Hras'h Abu Ishaq","","",al-Kufa,"أبو عبيد"
27375,"Isma'il bin al-Hakam al-Basri Sm'","","",al-Basra,""
27376,"Isma'il bin Mkhraq Mdyny Mnkr","","","",""
27377,"Isma'il bin al-Mthna","","","",""
27378,"Isma'il bin Y'la al-Thqfy Abu","","",al-Basra,"أبو أمية"
27379,"Ayoub bin Dhkwan","","","",""
27380,"Ayoub bin Syar Abu Syar","","","","أبو سيار"
27381,"Ayoub bin Mdrk al-Dmshqy","","",Damascus,""
27382,"Ayoub bin al-N'man","","","",""
27383,"Ash'th bin Braz Sm' 'Ali","","",al-Basra,""
27384,"Aban bin Jblh Abu Abd","","","al-Kufa,Hamadan","أبو عبد الرحمن"
27385,"Asad bin 'Amr Abu al-Mndhr","","","","أبو المنذر"
27386,"Asrm bin Ghyath al-Nysabwry Abu","","","Nisapur,Khurasan","أبو غياث"
27387,"Asrm bin Hwshb Mtrwk al-Hdyth","","","",""
27388,"Azwr bin Ghalb Mnkr al-Hdyth","","","",""
27389,"Aghlb bin Tmym bin al-N'man","","","",""
27390,"Bashr bin al-Husain Abu Muhammad","","",Asbahan,"أبو محمد"
27391,"Bhr bin Salm Mrsl","","","",""
27392,"Bashar bin al-Hakam Abu Bdr","","","","أبو بدر"
27393,"Bzy' bin Hsan Sm' Hisham","","","",""
27394,"Brdh'h bin 'Abdur Rahman","","","",""
27395,"Tmam bin Bzy' Abu Sahl","","",al-Basra,"أبو سهل"
27396,"Thmamh bin 'Ubaid'h al-Bdy D'fh","","","al-Basra,al-Basra","أبو خليفة"
27397,"Jryr bin Ayoub al-Bjly al-Kwfy","","",al-Kufa,""
27398,"Jsr bin Frqd Abu Ja'far","","","","أبو جعفر"
27399,"al-Hasan bin Dinar","","","","أبو سعيد"
27400,"al-Hasan bin Hmam Sm' Sa'id","","","",""
27401,"Hameed bin Khwar al-Tmymy al-Kwfy","","","al-Kufa,al-Kufa",""
27402,"Hameed bin al-Hakam Sm' al-Hasan","","","",""
27403,"Hafs bin Dinar al-Db'y Sm'","","","",""
27404,"Hafs bin Aslm al-Msm'y al-'Asfr","","",al-Basra,""
27405,"Hkym bin Naf' al-Jzry","","",Khurasan,""
27406,"Hmad bin Suh'aib al-Tmymy Abu","","","","أبو شعيب"
27407,"Hnzlh bin Hdhym","","","",""
27408,"Hrb Abu Rja'a","","","","أبو رجاء"
27409,"Hram bin 'Uthman al-Slmy","","","",""
27410,"Khalid bin al-Fzr Sm' Ans","","","",""
27411,"Khalid bin al-Mstnyr","","","",""
27412,"Khlf bin Rashid Abu 'Uthman","","",Basra,"أبو عثمان"
27413,"Drst bin Hamza al-Bsry","","","al-Basra,al-Basra",""
27414,"Drbas bin Djajh","","","",""
27415,"Rashid Abu al-Kmyt R'aa 'Umar","","","","أبو الكميت"
27416,"Rwh bin Ghtyf al-Thqfy","","","",""
27417,"Rwh bin al-Msyb Abu Rja'a","","",al-Basra,"أبو رجاء"
27418,"Rwh bin Msafr Abu Bashr","","","","أبو بشر"
27419,"Ziyad bin Maymun Abu Amarh","","","al-Basra,al-Wasit","أبو عمارة"
27420,"Zayd bin Awf Abu Rabi'yah","","","","أبو ربيعة"
27421,"S'aid bin Tlyd al-R'yny al-Msry","","",Egypt,""
27422,"S'aid bin Zwn al-Th'lby al-Bsry","","",al-Basra,""
27423,"S'aid bin Salam Abu al-Hasan","","",al-Basra,"أبو الحسن"
27424,"S'aid bin Qtn al-Qt'y","","","",""
27425,"S'aid bin al-N'uman Sm' Ata'a","","","",""
27426,"S'hyl bin Dhkwan Abu al-Sndy","","","Makkah,Makkah","أبو السندي"
27427,"Syf bin Mskyn","","","",""
27428,"Shdad bin al-Harith Qwlh","","","",""
27429,"Shryk bin S'hyl","","","",""
27430,"Sdqh bin Yazid Sm' bint","","",Merv,""
27431,"Safwan bin Rstm Sm' Aba","","","",""
27432,"Sbah bin Sahl Abu Sahl","","","al-Basra,al-Wasit,al-Basra","أبو سهل"
27433,"Sbah bin Yahya","","","",""
27434,"S'hyb bin Mhran Qwlh","","","",""
27435,"Slh bin Sulaiman Lys Bdhlk","","",al-Wasit,""
27436,"Tryf bin Salman Abu Aatk'h","","","","أبو عاتكة"
27437,"'Abdullah al-Hwzny Sm' Bilala","","","",""
27438,"'Abdur Rahman al-'Asm Sm' Ansa","","","",""
27439,"'Aabad bin Jwyryh al-Bsry","","",al-Basra,""
27440,"Abd al-Hkym al-Basri Sm' Aa'ishh","","",al-Basra,""
27441,"'Umar bin Zr'h Abu Hafs","","","","أبو حفص"
27442,"'Umar bin Ghyath","","","",""
27443,"'Amr bin Hkam","","",al-Basra,""
27444,"'Amr bin Nsr Qwlh Qalh","","","",""
27445,"'Umayr bin Syf Sm' Aba","","","",""
27446,"Aa'idh bin Shryh","","","",""
27447,"Asmh bin 'Urwa al-Fqymy al-Bsry","","",al-Basra,""
27448,"Abys bin Maymun Abu 'Ubaid'h","","",al-Basra,"أبو عبيدة"
27449,"Aryf bin Drhm Abu Hryrh","","","","أبو هريرة"
27450,"Ghalb bin Habib Abu Ghalb","","","","أبو غالب"
27451,"Ghzwan bin Yusuf al-'Umary al-Bsry","","",al-Basra,""
27452,"Ghyath bin Ibrahim Abu Abd","","","","أبو عبد الرحمن"
27453,"al-Fadl bin al-Skn al-Ansari","","",Medina,""
27454,"Fdyl bin Yahya","","","",""
27455,"Frat bin al-Sa'ib Abu Sulaiman","","","","أبو سليمان"
27456,"Qrh bin Sulaiman al-Azdy al-Jhdmy","","","",""
27457,"Knanh bin Jblh al-Hrwy Sm'","","","",""
27458,"Kwthr bin Hkym","","","",""
27459,"Lyth bin Anas bin Znym","","","",""
27460,"Muslim bin Akys Abu Hsbh","","","","أبو حسبة"
27461,"Musa bin Dinar al-Mky","","","Makkah,Makkah",""
27462,"Musa bin Tryf","","","",""
27463,"Musa bin 'Uthman bin Shmas","","","",""
27464,"M'ala bin Arfan al-'Asady","","","",""
27465,"Mtrf bin Mazn al-Knany","","",Yemen,""
27466,"Mfdl bin Sdqh Abu Hmad","","","","أبو حماد"
27467,"Mqdam bin Da'ud bin 'Isa","","","",""
27468,"Ms'd'h bin al-Ys' bin Qays","","",al-Basra,""
27469,"Mu'ml bin S'aid bin Yusuf","","",Syria,"أبو فراس"
27470,"Nsr bin Aa'idh al-Jhdmy al-Msry","","",Egypt,""
27471,"Nsr bin Tryf al-Lh al-Bahly","","","","أبو جزي"
27472,Nwh,"","","",""
27473,"al-Walid bin Kryz","","","",""
27474,"al-Walid bin Mrwan","","","",""
27475,"Wdah bin Yahya","","",al-Kufa,""
27476,"Hisham bin Salman","","","",""
27477,"al-Hythm bin Jmaz al-Bka'a","","","",""
27478,"al-Hythm bin Muhammad","","","",""
27479,"Harun bin Kathir Sm' Zayd","","","Mada'in",""
27480,"Hwd bin Ata'a","","","",""
27481,"Yahya bin Bhmah Mwla 'Uthman","","","",""
27482,"Yahya bin Rabi'yah","","","",""
27483,"Yahya bin Sabq","","",Medina,""
27484,"Yahya bin Y'aqub bin Mdrk","","",Medina,"أبو طالب"
27485,"Yazid bin Rabi'yah Abu Kaml","","","Damascus,Sana',Sana',Damascus","أبو كامل"
27486,"Yazid bin Maymun Y'd","","","","أبو قرة"
27487,"Yusuf bin Hwshb Akhw al-Wam","","","",""
27488,"Y'la bin al-'Ashdq","","","",""
27489,"Yaf' bin 'Amir","","","",""
27490,"al-A'sha al-Mazny","","","","أبو معشر"
27491,Hdthan,"","","",""
27492,"Rkn bin 'Abdullah al-Shamy","","","Syria,'Asqalan",""
27493,"Sdyr al-Syrfy Sm' Abi Ja'far","","","",""
27494,"Mkhys bin Tmym","","",Damascus,""
27495,"Mkbr Sm' Artah bin al-Mndhr","","",Syria,""
27496,"N'mh bin Dfyn Y'd","","","",""
27497,"Wafd bin Salamh","","","",""
27498,"Jnah Mwla Lyla bint Sahl","","",al-Medina,""
27499,"Hafs al-Lythy Sm' 'Imran bin Husayn","","","",""
27500,"Ibrahim bin Sulaiman al-Afts","","",Damascus,""
27501,"Tmam bin Njyh al-'Asady","","",Damascus,""
27502,"Jam' bin Bkar bin Bilal","","209 AH",Damascus,""
27503,"al-Hasan bin Yahya al-Khushni","","after 190 AH","Damascus,Khurasan","Abu Khalid, Abu 'Abdul Malik"
27504,"Hasan bin 'Abdur Rahman (bin Muhsin)","","",Damascus,"Abu Hudhayfa"
27505,"al-Hakam bin Mus'ab","","",Damascus,""
27506,"Khalid bin D'hqan al-Quraishi","","",Damascus,"Abu al-Mughira"
27507,"Khalid bin Yazid bin Salah","",">  150 AH",Damascus,"Abu Hashim"
27508,"Khalid bin Yazid bin 'Abdur Rahamn","","185 AH","Hamadan,Damascus","Abu Hashim"
27509,"Khalid bin Yazid al-Slmy","","",Damascus,"Abu Hashim"
27510,"Da'ud bin 'Amr al-Awdy","","","Damascus,Wasit",""
27511,"Rfd'h bin Qda'h al-Ghsany Mwlahm","","after  100 AH","al-Ray,Damascus",""
27512,"Rwh bin Jnah al-Amwy Mwlahm","","",Damascus,"Abu Sa'id"
27513,"Zayd bin Yahya bin 'Ubaid","","207 AH",Damascus,"Abu 'Abdullah"
27515,"Salmah bin Bashr bin Sayfi","","",Damascus,"Abu Bashr"
27516,"Sulaiman bin Da'ud al-Khwlany","","",Damascus,"Abu Da'ud"
27517,"Suwayd bin 'Abdul 'Aziz","","194 AH","Damascus,Hims",""
27519,"Sadqa bin 'Abdullah al-Samayn","","166 AH",Damascus,"Abu Muhammad"
27522,"'Abdullah bin Kathir al-Dmshqy","","196 AH",Damascus,""
27523,"'Abdul Hameed bin Habib","","",Damascus,"Abu Hatm"
27525,"'Abdur Rahman bin Maysara al-Kalbi","","",Damascus,"Abu Sulaiman"
27527,"'Abdur Rahman bin Yazid bin Tamim","","","Damascus,Nisa'",""
27528,"Abd al-Rzaq bin 'Umar","","",Damascus,"Abu Bakr"
27529,"Abd al-Salam bin Abd","","",Damascus,"Abu Muhammad"
27530,"'Uthman bin Abi al-Atk'h","","105 AH",Damascus,"Abu Hafs"
27531,"Arak bin Khalid bin Yazid","","","al-Ray,Damascus","Abu al-Dhak"
27532,"'Ali bin Hwshb","","",Damascus,"Abu Sulaiman"
27533,"'Ali bin 'Urwa","","",Damascus,""
27534,"'Umar bin Hiyan","","",Damascus,""
27535,"'Umar bin al-Drfs","","",Damascus,""
27536,"'Umar bin Abd al-Wahd","","200 AH or after",Damascus,""
27537,"'Isa bin Ayoub al-Qyny","","",Damascus,"Abu Hashim"
27538,"'Isa bin Musa al-Quraishi","","",Damascus,"Abu Musa, Abu Muhammad"
27539,"Muhammad bin Ibrahim bin al-'Ala'","","",Damascus,"Abu 'Abdullah"
27540,"Muhammad bin Bkar bin Bilal","","216 AH",Damascus,"Abu 'Abdullah"
27542,"Muhammad bin 'Isa bin al-Qasim","","206 AH",Damascus,""
27543,"Muhammad bin Wahb bin Muslim","","",Damascus,""
27544,"Malik bin Mhran Abu","","",Damascus,"Abu Bashr"
27545,"Mdrk bin Sa'd","","",Damascus,"Abu Sa'id"
27546,"Mrzwq bin Abi al-Hdhyl","","",Damascus,"Abu Bakr"
27548,"Muslimh bin 'Ali","","before  190 AH",Damascus,"Abu Sa'id"
27550,"Mua'wiya bin Yahya al-Sdfy","","","Damascus,al-Ray","Abu Rwh"
27552,"al-Walid bin 'Utba al-Damashqi","","",Damascus,""
27555,"Yazid bin Ziyad","","",Damascus,""
27556,"Yazid bin al-Smt al-Sn'any","","after  160 AH","Sana',Damascus","Abu al-Smt"
27557,"Yazid bin 'Ubiad bin Abi Muhajir","","",Damascus,""
27558,"Yasra bin Safwan al-Lakhmi","~125 AH","215 AH",Damascus,"Abu Safwan, Abu 'Abdur Rahman"
27559,"Abu Ahmed bin 'Ali","","",Damascus,"Abu Ahmed"
27560,"Abu al-Khattab al-Damashqi","","",Damascus,"Abu al-Khattab"
27600,"Khalid al-Bd","","","",""
27601,"Dylm al-Hmyry","","","",""
27602,"Shykh bin Abi Khalid Sm'","","","",""
27603,"'Amr al-Qsyr","","","",""
27604,"Kathir al-A'rj Sm' Abi Fitimah","","","",""
27605,"Mrwan al-Nkh'y","","","",""
27606,"Naf' al-Hmdany","","",Hamadan,""
27607,"Nsr al-Laf","","","",""
27608,"Nsr al-M'alm Y'd","","","",""
27609,"Nsr al-Qsab","","","",""
27610,"al-Walid al-Rmah Sm' bin 'Abbas","","","",""
27611,"Yahya al-Kndy Sm' al-Sh'by","","","",""
27613,"Bin Qrt Aw bin Qrt","","","",""
27615,"Hafs bin 'Umar bin Sa'd bin Abi Waqqas","","~63 AH","Medina,'Iraq",""
27616,"Hajjaj bin Zayd al-Sami","","",Basra,""
27617,"Muhammad bin al-Sa'ib bin Ab- Hindiya","","",Hijaz,""
27618,"Muhammad bin 'Abdul Malik bin Marwan","","","",""
27620,"Yahya bin al-Mughira bin 'Abdur Rahman","","",Medina,""
28001,"Ahmed bin 'Ali al-Nmyry","","","",""
28003,"Ibrahim bin Ad'hm bin Mnswr","","162 AH",Bulkh,"Abu Ishaq"
28005,"Ibrahim bin Isma'il","","","",""
28006,"Ibrahim bin Isma'il al-Sa'igh","","","",""
28007,"Ibrahim bin Isma'il al-Yshkry","","","",""
28008,"Ibrahim bin al-Hakam bin Aban","","","'Aden",""
28009,"Ibrahim bin Hameed bin 'Abdur Rahman","","178 AH",Medina,""
28010,"Ibrahim bin Khalid bin 'Ubaid","","~200 AH","Sana',Yemen","Abu Muhammad"
28011,"Ibrahim bin 'Abdullah bin al-Harith","","","",""
28012,"Ibrahim bin Aqyl bin Ma'ql","","","Sana'",""
28013,"Ibrahim bin 'Umar bin Kysan","","","Sana',Sana',Yemen","Abu Ishaq"
28014,"Ibrahim bin 'Umar bin Safina","","",Medina,"Abu 'Abdullah"
28015,"Ibrahim bin 'Amr","","","Sana',Sana',Damascus",""
28018,"Ibrahim bin Marzuq al-Thaqafi","","","",""
28019,"Ibrahim bin Mhajr bin Msmar","","","",""
28020,"Ibrahim bin Maymun al-Sana'i","","","Sana'",""
28021,"Ibrahim bin Yazid bin Mardanba","","","",""
28023,Ibrahim,"","","",""
28024,Ibrahim,"","","",""
28026,"Idrys bin Snan","","","Sana'","Abu Ilyas"
28027,"Idrys bin Sbyh al-Awdy","","","",""
28029,"Azhar bin Rashid al-Kahly","","","",""
28032,"Ishaq bin Ja'far bin Muhammad","","","",""
28034,"Ishaq bin al-Sabah al-Kundi al-Ash'athi","","","",""
28035,"Ishaq bin Muhammad bin 'Abdur Rahman","","206 AH",Medina,"Abu Muhammad"
28037,"Ishaq bin Njyh","","","",""
28038,"Ishaq bin Yahya bin 'Alqama","","100 AH",al-Hims,""
28040,"Asad bin Musa - Asad al-Sunnah","132 AH","212 AH",Egypt,"Abu Sa'id"
28041,"Isma'il bin Abi Bakr","","",al-Ramla,""
28042,"Isma'il bin 'Abdullah","","",al-Ramla,""
28043,"Isma'il bin 'Abdul Karim bin Ma'qal","","","Sana'","Abu Hisham"
28044,"Isma'il bin Awn bin 'Ali","","","",""
28046,"Isma'il bin Muslim al-Ta'iy","","","",""
28047,"Isma'il bin Muslim bin Ysar","","","",""
28048,"Isma'il bin Yahya al-Shybany","","","",""
28049,"Ash'th bin Ishaq bin Sa'd","","","",""
28050,"Ash'th bin Sh'bh al-Msysy","","","Musaysa,Khurasan","Abu Ahmed"
28051,"Anis bin Abi Yahya","","144 AH or 146 AH",Medina,""
28052,"Ayoub bin Khalid al-Jhny","","","","Abu 'Uthman"
28053,"Ayoub bin Suwayd al-Rmly","","202 AH",al-Ramla,"Abu Mas'ud"
28054,"Ayoub bin Abi Maskeen/Maskeen","","140 AH",al-Wasit,"Abu al-'Ala'"
28055,"Ayoub bin Musa, Abu Ka'b al-Sa'di","","","","Abu Ka'b"
28057,"Ayoub bin Han'i","","","",""
28058,"Ayoub (no identity)","","","",""
28060,"Bashr bin Jblh","","","",""
28061,"Bashr bin Rafa'i al-Harithy","","","","Abu al-'Asbat"
28062,"Bashr bin Mnswr al-Hnat","","","",""
28063,"Bashr al-Kndy Abu","","","","Abu 'Abdullah"
28065,"Bkar bin Yahya","","","",""
28066,"Bkyr bin Shhab al-Damghany","","","",""
28067,"Bakayr bin Masmar","","","",""
28068,"Bkyr bin Ma'rwf al-'Asady","","163 AH","Nisapur,Damascus","Abu al-Hasan"
28069,"Bilal bin Ka'b al-Ky","","","",""
28070,"Bilal bin Mrdas","","",Musaysa,""
28072,"Thabit Abu S'aid","","","Ray'","Abu Sa'id"
28073,"Thab'bat Bfth al-Mthlthh","","","",""
28074,"Tha'lba al-Aslami","","","",""
28076,"Jbryl bin Ahmr Abu","","","","Abu Bakr"
28078,"al-Jrah bin Mlyh al-Bhrany","","",al-Hims,"Abu 'Abdur Rahman"
28079,"Jryr bin Yazid bin Jryr","","","",""
28080,"Jasr bin ak-Hasan","","",al-Yamama,"Abu 'Uthman"
28082,"Ja'far bin al-Harith al-Wasty","","",al-Wasit,"Abu al-'Ashhb"
28083,"Ja'far bin 'Abdullah bin Aslam","","","",""
28085,"Ja'far bin Yahya bin Thwban","","","",""
28086,"Jhdm bin 'Abdullah bin Aby","","","al-Yamama,Khurasan",""
28087,"al-Harith bin Sa'id","","","",""
28088,"al-Harith bin Mnswr","","",al-Wasit,"Abu Mnswr"
28089,"Habib bin Abi Habib al-Khurtati","","","",""
28090,"Habib bin Salah","","147 AH",al-Hims,"Abu Musa"
28091,"Habib bin Abi Marzuq","","138 AH",al-Raqqa,""
28092,"Hjaj bin Tmym al-Jzry","","",al-Wasit,""
28094,"Hjyr bin 'Abdullah","","","",""
28095,"Hudayj bin Mua'wiya bin Hudyaj","","before >  170 AH","",""
28096,"Hrmlh bin 'Abdul 'Aziz","","","","Abu Ma'bd"
28098,"al-Hasan bin Slm bin Salah","","","",""
28099,"al-Hasan bin Slm al-Wasty","","",al-Wasit,""
28100,"al-Hasan bin Swar","","217 AH","","Abu al-'Ala'"
28102,"al-Hasan bin 'Umar/'Amr","~90 AH","171 AH",al-Raqqa,"Abu al-Malih, Abu 'Abdullah"
28103,"al-Hasan bin 'Imran al-'Asqalani","","","'Asqalan","Abu 'Abdullah, Abu 'Ali"
28104,"al-Hasan bin Qays","","","",""
28106,"al-Hasan bin Yazid Abu 'Ali","","","","Abu 'Ali"
28108,"al-Husain bin Zayd bin 'Ali","","~190 AH",Kufa,"Abu 'Abdullah"
28109,"al-Husain bin Talha","","","",""
28110,"al-Husain bin 'Imran al-Jhny","","","",""
28111,"al-Husain bin 'Isa bin Muslim","","","","Abu 'Abdur Rahman"
28112,"al-Husain bin Muhammad al-Mrwzy","","",al-Ray,""
28114,"al-Husain bin al-Walid al-Quraishi","","203 AH",Nisapur,"Abu 'Abdullah"
28115,"Husayn bin 'Abdur Rahman al-Shaybani","","","",""
28116,"Husayn bin 'Abdur Rahman al-Nakha'i","","","",""
28117,"Husayn bin 'Abdur Rahman al-Hashimi","","","",""
28118,"Hdrmy Bskwn al-Ma'jmh","","","",""
28119,"Hafs bin Hsan","","","",""
28120,"Hafs bin Hameed al-Qami","","","","Abu 'Ubaid"
28121,"Hafs bin Hameed al-Mervazi al-Akafi","","",Merv,""
28123,"Hafs bin 'Abdur Rahman","","199 AH","Bulkh,Nisapur","Abu 'Umar"
28124,"Hafs bin 'Umar bin Maymun","","","Sana',al-Ray","Abu Isma'il"
28125,"Hafs bin 'Umar al-Razi","","","Ray,al-Wasit,Basra","Abu 'Imran"
28126,"Hafs bin Ghyath","","","",""
28129,"al-Hakam bin Sanan al-Bahli","","","","Abu Awn"
28130,"al-Hakam bin Zuhyr","","100 AH","","Abu Khalid"
28131,"Hmad bin Dlyl","","","al-Mada'in","Abu Zayd"
28132,"Hmad bin 'Abdur Rahman","","","","Abu 'Abdur Rahman"
28133,"Hmad bin 'Isa al-Bsy","","","",""
28134,"Hmad bin Njyh","","","",""
28135,"Hamad bin Tahayy","","","",""
28136,"Hamza bin Abi Hamza","","","",""
28137,"Hamza bin Dinar","","","",""
28138,"Hamza bin Nasayr al-Buwardi","","","",""
28139,"Hamza bin Yusuf bin Abd","","","",""
28140,"Hameed bin Hmad bin Khwar","","215 AH","","Abu al-Jhm"
28141,"Hameed bin Ziyad al-Ymamy","","",al-Yamama,""
28142,"Hameed bin Abi Ghnyh","","",Asbahan,""
28143,"Hameed bin Abi Hameed (Mahran)","","",Basra,""
28144,"Hnzlh al-Sdwsy Abu","","","","Abu Abd al-Rhym"
28145,"Hwshb bin Muslim al-Thqfy","","","","Abu Bashr"
28146,Hyan,"","","",""
28147,"Kharjh bin Mus'ab bin Kharjh","","168 AH","","Abu al-Hjaj"
28148,"Khalid bin Hameed al-Mhry","","169 AH",Alexandria,"Abu Hmyd"
28149,"Khalid bin Hyan al-Rqy","","161 AH",al-Raqqa,"Abu Yazid"
28150,"Khalid bin Ziyad al-Azdi","","",Tirmidh,"Abu 'Abdur Rahman"
28153,"Khalid bin 'Abdur Rahman","","","Khurasan,Sahil,Damascus","Abu al-Hythm"
28154,"Khalid bin al-Faraz","","","",""
28155,"Khalid bin Abi Malik","","","",""
28156,"Khalid bin Nzar","","122 AH","",""
28158,Kuzayma,"","",Medina,""
28159,"al-Khsyb bin Zayd al-Tymy","","","",""
28160,"Khtab bin Ja'far bin Aby","","","",""
28161,"Khtab bin al-Qasim al-Hrany","","","",""
28162,"Khalaf bin Ayoub al-'Amiri","","215 AH","Bulkh, Ray'","Abu Sa'id"
28163,"Khalaf bin Salm al-Nusaybi","","","","Abu al-Jahm"
28164,"Khalifa bin Khayyat","","160 AH","","Abu Hubayra"
28165,"al-Khlyl bin Ahmed al-Mzny","","","","Abu Bashr"
28166,"al-Khlyl bin 'Abdullah","","","",""
28167,"Da'ud bin Jmyl","","","",""
28168,"Da'ud bin Abi Salayk","","","",""
28169,"Da'ud bin Abi 'Abdullah","","","",""
28170,"Da'ud bin 'Ubaidullah","","","",""
28172,"Da'ud bin Qays al-Sn'any","","","Sana'",""
28173,"Da'ud bin Kathir","","",al-Raqqa,""
28174,"D'hthm Bmthlthh bin","","","al-Ray,al-Yamama",""
28175,"Rbah bin Zayd al-Quraishi","","187 AH","Sana'",""
28176,"Rbah bin al-Walid bin Yazid","","","",""
28177,"al-Rabi' bin Rwh","","",al-Hims,""
28178,"Rabi'ya bin Slym Aw","","","","Abu 'Abdur Rahman"
28179,"Rahayl bin Mua'wiya bin Hadij al-Ja'fi","","",Kufa,""
28180,"Rdyh bin Atyh al-Quraishi Abu","","","",""
28181,"Rzyn bin 'Uqba","","","",""
28182,"Rwad bin al-Jrah Abu Asam","","","'Asqalan,Khurasan","Abu Asam"
28183,"al-Zubair bin 'Abdullah","","","",""
28184,"al-Zubair bin 'Ubaid","","","",""
28185,"Zakaria bin Khalid","","","",""
28186,"Zakaria bin Ady al-Hbty","","","",""
28187,"Zuhyr bin Mrzwq","","","",""
28188,"Ziyad bin Khaythama","","","",""
28189,"Ziyad bin 'Abdullah","","",Hiran,"Abu Sahl"
28190,"Ziyad bin Yonus bin Sa'id","","211 AH",Alexandria,"Abu Salamh"
28191,Ziyad,"","","",""
28193,"Zayd bin al-Hasan bin Zayd","","","",""
28194,"Zayd bin Abi al-Zrqa'a","","194 AH","Musal,al-Ramla","Abu Muhammad"
28195,"Zayd bin 'Ali bin Dinar","","",al-Raqqa,"Abu Usamah"
28197,"Salm bin 'Abdullah, Abu al-Muhajir","","161 AH","Jazira,Raqqa","Abu al-Muhajir"
28198,"al-Sa'ib al-Nkry","","","",""
28199,"Sabra bin 'Abdul 'Aziz bin al-Rabi'","","","",""
